m/z,Average,Tryp R05,IMS199_Chemo_Left_4K,IMS199_Control_Right_Bottom_4K,IMS199_Control_Right_Top_4K
2912.3254395,0.496354,0.262494,0.465514,0.492728,0.613908
2913.0214844,0.505874,0.248183,0.503671,0.482998,0.599675
2913.7175293,0.469002,0.227238,0.487696,0.436115,0.532471
2914.4133301,0.515625,0.250531,0.461757,0.515215,0.66949
2915.109375,0.485172,0.2497,0.467615,0.464707,0.592652
2915.8054199,0.453094,0.233381,0.470655,0.433186,0.504781
2916.5014648,0.476645,0.247575,0.427186,0.50396,0.601135
2917.1975098,0.470005,0.231753,0.441079,0.502006,0.558269
2917.8935547,0.438601,0.234527,0.439266,0.428522,0.50543
2918.5895996,0.454226,0.235353,0.418535,0.49031,0.546985
2919.2856445,0.449311,0.218199,0.424775,0.469501,0.533568
2919.9816895,0.426794,0.240718,0.427963,0.419726,0.486361
2920.6777344,0.427893,0.231044,0.416866,0.431635,0.49783
2921.3737793,0.425918,0.257344,0.40864,0.447523,0.492984
2922.0698242,0.420486,0.235881,0.415021,0.42789,0.476041
2922.7658691,0.414608,0.22799,0.412268,0.410545,0.478094
2923.4619141,0.417842,0.244381,0.409536,0.43268,0.471871
2924.157959,0.424665,0.265848,0.411207,0.437198,0.486197
2924.8540039,0.414475,0.228234,0.417419,0.413147,0.466089
2925.5500488,0.421577,0.234572,0.408615,0.429504,0.486947
2926.2460938,0.428233,0.252001,0.420547,0.430146,0.490929
2926.9421387,0.411549,0.240497,0.420101,0.400992,0.457965
2927.6379395,0.408479,0.232405,0.407911,0.415605,0.45924
2928.3339844,0.419211,0.208606,0.407621,0.424196,0.487025
2929.0300293,0.413015,0.244794,0.41163,0.409348,0.470027
2929.7260742,0.406689,0.235241,0.407135,0.411624,0.456142
2930.4221191,0.412742,0.205215,0.401202,0.428977,0.471426
2931.1181641,0.416405,0.240254,0.417853,0.428515,0.460005
2931.814209,0.414034,0.226359,0.42754,0.406753,0.453327
2932.5102539,0.441387,0.218241,0.415052,0.451199,0.532209
2933.2062988,0.452173,0.226129,0.430664,0.444951,0.550107
2933.9023438,0.424774,0.229045,0.433695,0.407185,0.479911
2934.5983887,0.44006,0.261851,0.418041,0.436825,0.530266
2935.2944336,0.44807,0.221729,0.415933,0.467554,0.541789
2935.9904785,0.431875,0.245551,0.432024,0.423748,0.494651
2936.6865234,0.47191,0.241646,0.526007,0.425427,0.493986
2937.3825684,0.586177,0.243221,0.536862,0.556271,0.77393
2938.0786133,0.627431,0.240002,0.585658,0.569817,0.831203
2938.7746582,0.526064,0.248234,0.591514,0.451902,0.564506
2939.4707031,0.584656,0.239057,0.489006,0.566423,0.831656
2940.166748,0.517711,0.243709,0.480777,0.506323,0.655621
2940.8625488,0.447922,0.23065,0.457554,0.429928,0.511125
2941.5585938,0.448182,0.239353,0.408381,0.458209,0.563597
2942.2546387,0.421236,0.260829,0.411413,0.428833,0.485936
2942.9506836,0.407735,0.261124,0.4008,0.399411,0.473622
2943.6467285,0.399658,0.231651,0.389556,0.404899,0.462416
2944.3427734,0.405703,0.247258,0.395385,0.410922,0.467243
2945.0388184,0.402551,0.226734,0.405548,0.397731,0.454371
2945.7348633,0.397025,0.237532,0.395449,0.398433,0.446443
2946.4309082,0.400914,0.217666,0.391804,0.414039,0.457411
2947.1269531,0.402394,0.231511,0.400808,0.402,0.455383
2947.822998,0.39433,0.249456,0.393453,0.403933,0.436709
2948.519043,0.396795,0.221476,0.389531,0.407987,0.448858
2949.2150879,0.400644,0.253022,0.396387,0.404163,0.456518
2949.9111328,0.397101,0.247796,0.394797,0.39586,0.450897
2950.6071777,0.40276,0.256566,0.392816,0.41087,0.461107
2951.3032227,0.409806,0.228601,0.401828,0.412389,0.474303
2951.9992676,0.402321,0.229657,0.401507,0.405022,0.451949
2952.6953125,0.411204,0.226097,0.419071,0.405945,0.460057
2953.3913574,0.439821,0.221791,0.421843,0.44962,0.518839
2954.0871582,0.458745,0.24632,0.440106,0.466092,0.542775
2954.7832031,0.421607,0.218381,0.433658,0.402778,0.473603
2955.479248,0.443256,0.250421,0.402814,0.462082,0.547233
2956.175293,0.422196,0.263399,0.408323,0.426155,0.491128
2956.8713379,0.397393,0.239154,0.40053,0.394016,0.445954
2957.5673828,0.397887,0.228195,0.384714,0.409053,0.458754
2958.2634277,0.39928,0.229535,0.390806,0.40056,0.462409
2958.9594727,0.395255,0.21464,0.402074,0.3908,0.439588
2959.6555176,0.391564,0.211142,0.391057,0.391778,0.441557
2960.3515625,0.411898,0.235438,0.399832,0.422454,0.473151
2961.0476074,0.39999,0.232274,0.405421,0.392772,0.445665
2961.7436523,0.388919,0.225795,0.383196,0.386301,0.448571
2962.4396973,0.394482,0.237125,0.381009,0.411413,0.452236
2963.1357422,0.386324,0.234306,0.388,0.381286,0.436141
2963.8317871,0.37883,0.21667,0.377263,0.380546,0.428464
2964.527832,0.387557,0.23968,0.37761,0.399447,0.440774
2965.223877,0.391184,0.250081,0.385361,0.390645,0.449856
2965.9199219,0.379822,0.217775,0.386,0.380533,0.4203
2966.6159668,0.390815,0.228247,0.379891,0.408771,0.444712
2967.3117676,0.392047,0.236405,0.384376,0.402928,0.444779
2968.0078125,0.394907,0.234867,0.402311,0.393151,0.435683
2968.7038574,0.38749,0.265581,0.386473,0.395197,0.433845
2969.3999023,0.399443,0.232286,0.394016,0.409421,0.453529
2970.0959473,0.394616,0.235959,0.394623,0.395515,0.446096
2970.7919922,0.385646,0.23932,0.389973,0.382468,0.429923
2971.4880371,0.397693,0.23571,0.384296,0.413363,0.455301
2972.184082,0.394192,0.249076,0.388487,0.405181,0.444205
2972.880127,0.384303,0.248522,0.389972,0.387251,0.421286
2973.5761719,0.381111,0.223046,0.373671,0.384208,0.438466
2974.2722168,0.384121,0.225019,0.376248,0.391861,0.439813
2974.9682617,0.388269,0.220621,0.384384,0.390996,0.439287
2975.6643066,0.378324,0.225615,0.374252,0.380945,0.430553
2976.3603516,0.391844,0.234296,0.376911,0.415427,0.444169
2977.0563965,0.385351,0.220508,0.384748,0.386299,0.431504
2977.7524414,0.377755,0.245517,0.378566,0.37725,0.423671
2978.4484863,0.386558,0.218132,0.371942,0.403107,0.445944
2979.1445313,0.386658,0.21481,0.393372,0.385025,0.423423
2979.8405762,0.383763,0.211376,0.382755,0.386357,0.43273
2980.5366211,0.396479,0.247579,0.389163,0.405357,0.451928
2981.2324219,0.397704,0.20888,0.39365,0.408323,0.447693
2981.9284668,0.391526,0.240805,0.394103,0.396146,0.433296
2982.6245117,0.390472,0.239032,0.383192,0.398267,0.446271
2983.3205566,0.389103,0.232594,0.385105,0.401294,0.436773
2984.0166016,0.382721,0.226672,0.38804,0.378111,0.425303
2984.7126465,0.377889,0.242651,0.379021,0.376795,0.423003
2985.4086914,0.388742,0.223998,0.390209,0.384762,0.437182
2986.1047363,0.41847,0.237256,0.408092,0.419776,0.49177
2986.8007813,0.410257,0.237816,0.426931,0.387088,0.458194
2987.4968262,0.437702,0.267342,0.404296,0.445924,0.544568
2988.1928711,0.427782,0.246512,0.412546,0.427889,0.508539
2988.888916,0.397302,0.219394,0.405371,0.390162,0.445421
2989.5849609,0.399862,0.228897,0.381638,0.408287,0.473909
2990.2810059,0.38598,0.212234,0.3794,0.398103,0.435726
2990.9770508,0.3777,0.243747,0.378461,0.375803,0.423194
2991.6730957,0.37434,0.201457,0.365088,0.385692,0.426621
2992.3691406,0.385381,0.228887,0.378299,0.392251,0.439191
2993.0651855,0.379261,0.208913,0.38675,0.3723,0.419906
2993.7612305,0.384135,0.21511,0.381341,0.395721,0.428721
2994.4570313,0.388207,0.231686,0.382026,0.395702,0.44275
2995.1530762,0.382947,0.227872,0.386856,0.382369,0.426076
2995.8491211,0.378902,0.221523,0.378526,0.385058,0.425286
2996.545166,0.387332,0.247315,0.380334,0.397243,0.442198
2997.2412109,0.387618,0.225289,0.38379,0.39502,0.438061
2997.9372559,0.382851,0.210224,0.38516,0.384986,0.427443
2998.6333008,0.378853,0.23065,0.375523,0.384235,0.428724
2999.3293457,0.390797,0.235228,0.385029,0.39818,0.446077
3000.0253906,0.399761,0.24506,0.403777,0.39362,0.448271
3000.7214355,0.396709,0.219007,0.390685,0.387721,0.466386
3001.4174805,0.401735,0.235008,0.391334,0.415105,0.461728
3002.1135254,0.399512,0.204876,0.39975,0.402671,0.44871
3002.8095703,0.38516,0.244056,0.386095,0.381083,0.434756
3003.5056152,0.390908,0.225133,0.377077,0.400932,0.455005
3004.2016602,0.386176,0.224405,0.386117,0.393131,0.430175
3004.8977051,0.372123,0.238262,0.373083,0.373566,0.414968
3005.59375,0.372704,0.223815,0.363144,0.38208,0.42582
3006.2897949,0.377987,0.22501,0.373563,0.384131,0.42839
3006.9858398,0.378268,0.216646,0.380279,0.377138,0.421733
3007.6816406,0.375072,0.215432,0.366392,0.388146,0.425196
3008.3776855,0.383317,0.242617,0.38126,0.390245,0.430646
3009.0737305,0.380847,0.233416,0.378447,0.382298,0.430177
3009.7697754,0.376319,0.24539,0.373633,0.381606,0.424573
3010.4658203,0.388162,0.239434,0.373162,0.408743,0.447731
3011.1618652,0.389911,0.198739,0.392893,0.391738,0.434838
3011.8579102,0.386907,0.228235,0.394412,0.380513,0.432872
3012.5539551,0.404389,0.243238,0.390372,0.417796,0.471756
3013.25,0.421282,0.231582,0.428427,0.412946,0.475763
3013.9460449,0.468096,0.23636,0.463522,0.438396,0.567727
3014.6420898,0.470994,0.210752,0.491122,0.437708,0.53671
3015.3381348,0.551846,0.211886,0.479892,0.504173,0.780147
3016.0341797,0.510525,0.24834,0.463955,0.455407,0.695561
3016.7302246,0.43972,0.218626,0.441456,0.412134,0.521232
3017.4262695,0.463008,0.214943,0.409833,0.443755,0.625047
3018.1223145,0.423866,0.239316,0.406703,0.403637,0.518138
3018.8183594,0.389686,0.220842,0.386078,0.377847,0.453936
3019.5144043,0.391867,0.223585,0.371543,0.406016,0.464153
3020.2104492,0.383841,0.232924,0.380805,0.386137,0.435731
3020.90625,0.37429,0.23814,0.373567,0.368142,0.42476
3021.6022949,0.377473,0.214107,0.363172,0.39303,0.435612
3022.2983398,0.375681,0.241271,0.370435,0.382474,0.423509
3022.9943848,0.368221,0.231477,0.368281,0.367422,0.413853
3023.6904297,0.372114,0.212613,0.362192,0.384346,0.424278
3024.3864746,0.377649,0.241671,0.36716,0.388972,0.431288
3025.0825195,0.377529,0.228718,0.38043,0.37974,0.418565
3025.7785645,0.375406,0.227308,0.369195,0.3817,0.429485
3026.4746094,0.386182,0.249519,0.370963,0.404973,0.447099
3027.1706543,0.386947,0.229895,0.382159,0.385396,0.44447
3027.8666992,0.378523,0.224509,0.372265,0.387357,0.430575
3028.5627441,0.375034,0.242611,0.364213,0.388441,0.431076
3029.2587891,0.373902,0.226602,0.367422,0.385426,0.420119
3029.954834,0.374719,0.227884,0.373698,0.370997,0.425908
3030.6508789,0.374174,0.214317,0.367962,0.379576,0.427108
3031.3469238,0.383108,0.215944,0.374019,0.389261,0.441101
3032.0429688,0.374758,0.243687,0.367467,0.377948,0.42639
3032.7390137,0.368113,0.21932,0.361121,0.374303,0.420264
3033.4350586,0.3808,0.21067,0.366789,0.392543,0.441669
3034.1308594,0.368785,0.2092,0.368537,0.361933,0.417283
3034.8269043,0.365469,0.230181,0.356621,0.367172,0.422668
3035.5229492,0.371839,0.20957,0.361699,0.37957,0.429492
3036.2189941,0.366697,0.218922,0.364545,0.374175,0.407708
3036.9150391,0.371909,0.212533,0.370049,0.369477,0.423327
3037.611084,0.370949,0.214465,0.356923,0.390031,0.424966
3038.3071289,0.37533,0.231544,0.36506,0.385017,0.429068
3039.0031738,0.365574,0.231029,0.358089,0.365135,0.419208
3039.6992188,0.363022,0.232807,0.351426,0.37541,0.417578
3040.3952637,0.369392,0.229272,0.359327,0.382049,0.420309
3041.0913086,0.365068,0.232361,0.362267,0.365531,0.412911
3041.7873535,0.359072,0.248707,0.353678,0.359365,0.409429
3042.4833984,0.370594,0.21028,0.358407,0.380606,0.430364
3043.1794434,0.362531,0.231948,0.361307,0.365761,0.402653
3043.8754883,0.362845,0.214225,0.35564,0.361354,0.419308
3044.5715332,0.364357,0.225245,0.35364,0.37982,0.415391
3045.2675781,0.364943,0.211743,0.364507,0.372013,0.405767
3045.963623,0.364278,0.210793,0.36191,0.365283,0.412506
3046.659668,0.366835,0.239607,0.357724,0.375745,0.419553
3047.3554688,0.372376,0.244781,0.360743,0.380936,0.428734
3048.0515137,0.364076,0.210254,0.35988,0.365777,0.412941
3048.7475586,0.355428,0.234643,0.351358,0.364465,0.399084
3049.4436035,0.36544,0.221731,0.349204,0.380867,0.423712
3050.1396484,0.360791,0.240341,0.360845,0.358232,0.404363
3050.8356934,0.357679,0.255682,0.35093,0.357824,0.410312
3051.5317383,0.369136,0.248636,0.353447,0.375571,0.432825
3052.2277832,0.356108,0.238536,0.356785,0.365343,0.392653
3052.9238281,0.357187,0.211748,0.350764,0.358137,0.41097
3053.619873,0.354835,0.248392,0.343721,0.360785,0.409428
3054.315918,0.35668,0.218272,0.346135,0.365873,0.409825
3055.0119629,0.35636,0.194591,0.346392,0.355362,0.415902
3055.7080078,0.351536,0.232333,0.343578,0.348745,0.407366
3056.4040527,0.361071,0.211986,0.345959,0.367104,0.42164
3057.1000977,0.350856,0.226623,0.342796,0.348449,0.402692
3057.7961426,0.348868,0.224764,0.339089,0.354212,0.400014
3058.4921875,0.353882,0.222684,0.337346,0.35685,0.417834
3059.1882324,0.347807,0.229025,0.341143,0.349711,0.396861
3059.8842773,0.341226,0.241763,0.335348,0.349967,0.385513
3060.5803223,0.350947,0.206265,0.340764,0.360164,0.403409
3061.276123,0.358094,0.24755,0.356939,0.36076,0.399513
3061.972168,0.375569,0.222364,0.376628,0.370162,0.426985
3062.6682129,0.379762,0.223292,0.375236,0.374988,0.43719
3063.3642578,0.400413,0.210111,0.377532,0.404943,0.483579
3064.0603027,0.384957,0.242129,0.374598,0.377222,0.455477
3064.7563477,0.360885,0.220267,0.353786,0.357454,0.418727
3065.4523926,0.368571,0.204626,0.344747,0.386373,0.437183
3066.1484375,0.350096,0.229626,0.346303,0.352854,0.393554
3066.8444824,0.341797,0.217691,0.334411,0.348042,0.389276
3067.5405273,0.346818,0.224832,0.333765,0.35715,0.397932
3068.2365723,0.341797,0.202937,0.339198,0.34051,0.384127
3068.9326172,0.341122,0.213112,0.339043,0.341567,0.384167
3069.6286621,0.345326,0.214106,0.340184,0.355619,0.384387
3070.324707,0.356704,0.218942,0.35551,0.358302,0.397514
3071.020752,0.377535,0.222468,0.357389,0.361731,0.466745
3071.7167969,0.372405,0.240869,0.382748,0.35607,0.415312
3072.4128418,0.414791,0.237027,0.372685,0.392161,0.553317
3073.1088867,0.397142,0.204291,0.368376,0.364428,0.518116
3073.8049316,0.360001,0.206801,0.357397,0.346486,0.418057
3074.5007324,0.376369,0.209011,0.343233,0.368344,0.480535
3075.1967773,0.356614,0.219454,0.347321,0.345546,0.421674
3075.8928223,0.351088,0.211989,0.341837,0.346521,0.411016
3076.5888672,0.348908,0.22787,0.335097,0.354888,0.407347
3077.2849121,0.351692,0.201253,0.342934,0.354694,0.405565
3077.980957,0.348685,0.225719,0.349166,0.347872,0.3904
3078.677002,0.348962,0.214063,0.335506,0.349001,0.410153
3079.3730469,0.36423,0.223247,0.345239,0.378858,0.428693
3080.0690918,0.35187,0.213083,0.345414,0.352483,0.401958
3080.7651367,0.34254,0.205408,0.335302,0.343074,0.391981
3081.4611816,0.339913,0.211417,0.324778,0.357088,0.38988
3082.1572266,0.335757,0.211668,0.332074,0.336722,0.379215
3082.8532715,0.33471,0.22293,0.328604,0.335108,0.381969
3083.5493164,0.336803,0.204239,0.322362,0.351127,0.387739
3084.2453613,0.342589,0.216984,0.334779,0.357296,0.383532
3084.9414063,0.341497,0.225198,0.331508,0.351603,0.389538
3085.6374512,0.340005,0.219027,0.324438,0.345628,0.400559
3086.3334961,0.353152,0.223138,0.358933,0.351685,0.388433
3087.029541,0.397434,0.215028,0.373408,0.371341,0.506104
3087.7253418,0.395549,0.20886,0.42604,0.356458,0.432014
3088.4213867,0.465602,0.199903,0.402664,0.423911,0.658104
3089.1174316,0.440998,0.228592,0.387501,0.402499,0.607839
3089.8134766,0.381739,0.236234,0.37949,0.358919,0.453668
3090.5095215,0.391733,0.20677,0.348611,0.373148,0.519972
3091.2055664,0.366342,0.20029,0.342835,0.355479,0.457492
3091.9016113,0.343182,0.220364,0.331603,0.338319,0.405634
3092.5976563,0.336082,0.214019,0.320069,0.338322,0.396589
3093.2937012,0.340415,0.221301,0.330698,0.340252,0.394622
3093.9897461,0.331475,0.211816,0.324318,0.331267,0.379868
3094.685791,0.331184,0.193665,0.319227,0.335374,0.384906
3095.3818359,0.329287,0.209445,0.317175,0.332671,0.382458
3096.0778809,0.330685,0.210233,0.326596,0.328002,0.377037
3096.7739258,0.322562,0.214855,0.315913,0.321023,0.368028
3097.4699707,0.327078,0.215397,0.31512,0.342162,0.371869
3098.1660156,0.323569,0.20776,0.319168,0.320559,0.368165
3098.8620605,0.31782,0.196645,0.312302,0.314811,0.364153
3099.5581055,0.325039,0.215646,0.31383,0.335398,0.37197
3100.2541504,0.325138,0.210294,0.320641,0.331899,0.364535
3100.9499512,0.318119,0.199579,0.312381,0.322482,0.360164
3101.6459961,0.318666,0.201214,0.30639,0.319165,0.374879
3102.342041,0.320653,0.216232,0.312418,0.329004,0.361001
3103.0380859,0.31811,0.222752,0.312753,0.319143,0.360593
3103.7341309,0.314412,0.219637,0.308465,0.322153,0.352702
3104.4301758,0.318259,0.215688,0.307049,0.322306,0.366511
3105.1262207,0.314769,0.204786,0.310063,0.313451,0.357184
3105.8222656,0.311891,0.214575,0.308604,0.305202,0.356687
3106.5183105,0.316815,0.217908,0.309105,0.327664,0.354805
3107.2143555,0.308775,0.192846,0.307316,0.312167,0.341016
3107.9104004,0.311201,0.202438,0.3037,0.309021,0.358123
3108.6064453,0.313523,0.205459,0.308024,0.311911,0.357499
3109.3024902,0.323931,0.186856,0.315019,0.333039,0.366507
3109.9985352,0.322995,0.208582,0.317211,0.325973,0.365125
3110.6945801,0.32286,0.211858,0.314853,0.326849,0.370463
3111.390625,0.327862,0.213055,0.317593,0.326818,0.382727
3112.0866699,0.318711,0.199625,0.312041,0.321054,0.36251
3112.7827148,0.313695,0.202561,0.305564,0.32114,0.357621
3113.4787598,0.319176,0.211129,0.306865,0.329336,0.366265
3114.1745605,0.310066,0.188697,0.305562,0.308683,0.350748
3114.8706055,0.305573,0.21756,0.302868,0.310555,0.33936
3115.5666504,0.309176,0.198918,0.300065,0.31663,0.350881
3116.2626953,0.307165,0.20116,0.30623,0.309858,0.340596
3116.9587402,0.304746,0.190331,0.304439,0.296042,0.345224
3117.6547852,0.306717,0.213071,0.295486,0.314403,0.349847
3118.3508301,0.311521,0.207439,0.306848,0.313964,0.35278
3119.046875,0.303089,0.178969,0.300184,0.306428,0.339604
3119.7429199,0.305546,0.204207,0.299125,0.313992,0.343692
3120.4389648,0.309851,0.209279,0.30607,0.312181,0.348925
3121.1350098,0.305007,0.205299,0.305392,0.308054,0.33426
3121.8310547,0.305629,0.216763,0.300442,0.308128,0.344509
3122.5270996,0.309214,0.190307,0.301086,0.317958,0.351287
3123.2231445,0.31022,0.190273,0.305987,0.317815,0.347817
3123.9191895,0.307133,0.22513,0.302948,0.3037,0.349711
3124.6152344,0.312557,0.212083,0.300471,0.321212,0.359549
3125.3112793,0.314385,0.215774,0.308099,0.324055,0.350948
3126.0073242,0.314998,0.205888,0.309353,0.318532,0.359317
3126.7033691,0.31196,0.200239,0.304214,0.319073,0.356123
3127.3991699,0.312153,0.210208,0.301144,0.319705,0.359468
3128.0952148,0.307969,0.215166,0.304905,0.313767,0.343574
3128.7912598,0.303186,0.184868,0.294127,0.307216,0.34733
3129.4873047,0.303572,0.199401,0.293509,0.310527,0.347231
3130.1833496,0.301536,0.187785,0.296658,0.303903,0.340057
3130.8793945,0.299826,0.197969,0.294306,0.298126,0.342281
3131.5754395,0.300595,0.196082,0.291822,0.311532,0.338614
3132.2714844,0.306869,0.190046,0.298106,0.312347,0.350105
3132.9675293,0.30404,0.207772,0.294386,0.305467,0.351722
3133.6635742,0.307584,0.216842,0.297623,0.315771,0.352647
3134.3596191,0.308868,0.201947,0.300067,0.319275,0.351338
3135.0556641,0.303561,0.22194,0.301365,0.305672,0.339826
3135.751709,0.300743,0.208182,0.293089,0.299952,0.347409
3136.4477539,0.307178,0.169648,0.300099,0.31465,0.34817
3137.1437988,0.307916,0.203082,0.301446,0.311477,0.350987
3137.8398438,0.302818,0.209896,0.29411,0.30361,0.35051
3138.5358887,0.307976,0.188022,0.295159,0.31861,0.355856
3139.2319336,0.306132,0.194248,0.304207,0.303729,0.344466
3139.9279785,0.305342,0.18772,0.299101,0.314197,0.347267
3140.6237793,0.300759,0.206023,0.288737,0.310265,0.345392
3141.3198242,0.305846,0.204272,0.303018,0.309783,0.342739
3142.0158691,0.301288,0.199721,0.300196,0.297994,0.33974
3142.7119141,0.299579,0.221488,0.288665,0.307569,0.343429
3143.407959,0.305048,0.218929,0.298649,0.32173,0.337499
3144.1040039,0.303023,0.189076,0.29856,0.313151,0.33845
3144.8000488,0.301524,0.189322,0.294079,0.310516,0.342926
3145.4960938,0.306703,0.182245,0.297466,0.311944,0.353217
3146.1921387,0.308048,0.196505,0.30098,0.304712,0.358344
3146.8881836,0.308011,0.196971,0.300112,0.311139,0.353409
3147.5842285,0.309709,0.219079,0.300112,0.319299,0.353207
3148.2802734,0.310209,0.194703,0.305009,0.319015,0.350699
3148.9763184,0.308576,0.197384,0.302176,0.315117,0.349318
3149.6723633,0.307431,0.201933,0.294635,0.317986,0.357374
3150.3684082,0.310107,0.200298,0.303613,0.320534,0.35053
3151.0644531,0.307708,0.174406,0.305545,0.302708,0.350024
3151.760498,0.30623,0.188637,0.295173,0.315299,0.352041
3152.456543,0.313747,0.21181,0.306493,0.322173,0.357145
3153.1525879,0.30909,0.208151,0.302698,0.315164,0.352958
3153.8486328,0.311276,0.196281,0.303205,0.313092,0.363247
3154.5444336,0.305798,0.20693,0.2968,0.311637,0.352572
3155.2404785,0.309315,0.192859,0.306137,0.31267,0.348847
3155.9365234,0.303308,0.179911,0.294557,0.31318,0.349338
3156.6325684,0.305472,0.175177,0.295509,0.313181,0.354054
3157.3286133,0.306178,0.186076,0.302152,0.311879,0.345419
3158.0246582,0.304603,0.189369,0.297434,0.313987,0.348398
3158.7207031,0.310251,0.184774,0.301356,0.321174,0.353732
3159.416748,0.318159,0.197455,0.309531,0.320809,0.370622
3160.112793,0.320228,0.175795,0.309843,0.323076,0.377819
3160.8088379,0.315291,0.206072,0.305769,0.317706,0.370316
3161.5048828,0.319224,0.189955,0.304632,0.331674,0.375515
3162.2009277,0.315871,0.201156,0.305812,0.318718,0.370229
3162.8969727,0.305159,0.195092,0.296245,0.302882,0.357891
3163.5930176,0.304368,0.199958,0.295777,0.313012,0.348937
3164.2890625,0.301835,0.19143,0.297092,0.312049,0.33839
3164.9851074,0.303937,0.168857,0.301033,0.305465,0.345934
3165.6811523,0.304742,0.196086,0.294306,0.313128,0.352626
3166.3771973,0.308787,0.194616,0.300345,0.321759,0.350314
3167.0732422,0.304154,0.179948,0.302411,0.298343,0.346945
3167.769043,0.30659,0.177934,0.30029,0.307226,0.35543
3168.4650879,0.314266,0.194295,0.303596,0.329061,0.362838
3169.1611328,0.315137,0.181361,0.311642,0.315337,0.360422
3169.8571777,0.336553,0.174899,0.351518,0.327888,0.367767
3170.5532227,0.375605,0.18956,0.362766,0.368205,0.459028
3171.2492676,0.401863,0.187519,0.366444,0.405081,0.523819
3171.9453125,0.367859,0.177811,0.378239,0.364377,0.415264
3172.6413574,0.376417,0.211768,0.346254,0.375165,0.484011
3173.3374023,0.365489,0.174852,0.334833,0.368622,0.467019
3174.0334473,0.344548,0.163493,0.338557,0.344784,0.405591
3174.7294922,0.331549,0.205188,0.318838,0.333972,0.396236
3175.4255371,0.331378,0.200626,0.314522,0.343148,0.394941
3176.121582,0.32377,0.18737,0.315161,0.320736,0.380693
3176.817627,0.314503,0.189447,0.302323,0.325808,0.367836
3177.5136719,0.32172,0.183037,0.307102,0.330423,0.381377
3178.2097168,0.313642,0.198493,0.305611,0.319687,0.362811
3178.9057617,0.308986,0.19879,0.296916,0.315933,0.363562
3179.6018066,0.313882,0.173982,0.297511,0.327911,0.369501
3180.2978516,0.310888,0.181904,0.303244,0.315818,0.359246
3180.9936523,0.308928,0.172038,0.304724,0.304958,0.361391
3181.6896973,0.313226,0.199946,0.303556,0.325366,0.362823
3182.3857422,0.318414,0.180661,0.30784,0.325341,0.373024
3183.0817871,0.324159,0.189119,0.318681,0.326421,0.376421
3183.777832,0.335333,0.180394,0.338658,0.336985,0.381837
3184.473877,0.364674,0.211867,0.34417,0.365498,0.453714
3185.1699219,0.379989,0.190961,0.357325,0.380245,0.476306
3185.8659668,0.361282,0.194329,0.356235,0.35933,0.426951
3186.5620117,0.372091,0.196824,0.338025,0.377578,0.478665
3187.2580566,0.367627,0.178331,0.345252,0.374011,0.453099
3187.9541016,0.339348,0.181052,0.334195,0.339815,0.398811
3188.6501465,0.333431,0.179396,0.314803,0.339983,0.403116
3189.3461914,0.335708,0.188727,0.319666,0.345117,0.402183
3190.0422363,0.317615,0.195396,0.312467,0.324356,0.366221
3190.7382813,0.313193,0.16875,0.30209,0.325179,0.365645
3191.4343262,0.31745,0.188424,0.306487,0.32968,0.368457
3192.1303711,0.321634,0.174693,0.315277,0.321086,0.377521
3192.826416,0.31734,0.173305,0.308317,0.331729,0.366794
3193.5224609,0.31977,0.171478,0.306512,0.327744,0.378558
3194.2182617,0.312172,0.190105,0.305909,0.321649,0.356066
3194.9143066,0.308766,0.17602,0.296644,0.317876,0.364189
3195.6103516,0.311088,0.187791,0.300199,0.317971,0.364097
3196.3063965,0.310877,0.187974,0.305322,0.314047,0.357442
3197.0024414,0.311813,0.187491,0.310575,0.315176,0.352254
3197.6984863,0.32103,0.188377,0.314114,0.326058,0.373536
3198.3945313,0.337884,0.178377,0.316929,0.356391,0.40642
3199.0905762,0.324661,0.18646,0.313748,0.330584,0.38343
3199.7866211,0.321408,0.196708,0.316709,0.325946,0.369654
3200.482666,0.335274,0.196798,0.312791,0.352846,0.406677
3201.1787109,0.330126,0.194942,0.314623,0.330686,0.398484
3201.8747559,0.314598,0.194153,0.310538,0.319632,0.361327
3202.5708008,0.319992,0.176243,0.301366,0.326084,0.386814
3203.2668457,0.313774,0.19374,0.30688,0.32199,0.36072
3203.9628906,0.30323,0.162169,0.296751,0.303498,0.35295
3204.6589355,0.30471,0.194038,0.292181,0.311427,0.357968
3205.3549805,0.30687,0.190198,0.298456,0.312326,0.353299
3206.0510254,0.306049,0.180765,0.298127,0.309708,0.357121
3206.7470703,0.303846,0.202217,0.294109,0.318192,0.348553
3207.4428711,0.309877,0.192667,0.301711,0.319499,0.359427
3208.138916,0.308456,0.175472,0.299914,0.318245,0.355874
3208.8349609,0.305576,0.211828,0.293184,0.312131,0.358852
3209.5310059,0.303058,0.169693,0.290808,0.318193,0.351024
3210.2270508,0.305128,0.190912,0.298124,0.318548,0.346732
3210.9230957,0.301472,0.181974,0.296634,0.311295,0.342176
3211.6191406,0.304421,0.19316,0.295772,0.31111,0.354497
3212.3151855,0.305589,0.176037,0.300278,0.304206,0.357177
3213.0112305,0.308624,0.22007,0.306005,0.318966,0.347482
3213.7072754,0.314115,0.195187,0.303524,0.316908,0.370858
3214.4033203,0.327873,0.185435,0.307112,0.345106,0.396162
3215.0993652,0.319766,0.18548,0.311175,0.334832,0.368382
3215.7954102,0.315492,0.199714,0.300733,0.321952,0.378345
